Frame,Track_ID,Right_Wrist_X,Right_Wrist_Y,Left_Wrist_X,Left_Wrist_Y
33,3,665.330810546875,101.9342041015625,,
34,1,1101.0247802734375,490.606689453125,1287.396484375,528.1372680664062
34,2,537.579833984375,456.620361328125,744.5291748046875,541.0304565429688
34,3,668.5042724609375,106.8127212524414,,
35,1,1117.991943359375,492.5921630859375,1319.342529296875,516.8683471679688
35,2,542.7542724609375,463.1357116699219,743.577880859375,539.8312377929688
35,3,665.2996826171875,106.10958862304688,,
36,1,1111.8665771484375,492.4333190917969,1313.851318359375,514.4317626953125
36,2,541.6862182617188,459.3363342285156,744.8555908203125,531.6246948242188
36,3,662.947021484375,94.80811309814453,,
37,1,1118.5897216796875,508.9273681640625,1300.4178466796875,523.2578125
37,2,540.3955078125,451.58966064453125,744.0990600585938,527.603271484375
37,3,660.254638671875,99.34532928466797,,
38,1,1119.03662109375,513.8948974609375,1299.66650390625,517.707275390625
38,2,535.7835083007812,448.34454345703125,732.9473876953125,538.8104858398438
38,3,656.4856567382812,104.37078094482422,,
39,1,1126.31884765625,509.29351806640625,1307.6632080078125,508.04443359375
39,2,535.6597900390625,453.1317138671875,726.91259765625,550.9752197265625
40,1,1121.2587890625,511.00054931640625,1313.98974609375,518.258544921875
40,2,510.4141540527344,434.1240539550781,735.2661743164062,544.4762573242188
41,1,1118.5673828125,500.138916015625,1346.6419677734375,507.9541931152344
41,2,517.1023559570312,436.8864440917969,740.9517211914062,524.2435913085938
42,1,1113.0665283203125,493.69769287109375,1370.6309814453125,489.1124267578125
42,2,513.1346435546875,439.5261535644531,713.15087890625,551.966064453125
43,1,1114.5670166015625,503.50213623046875,1365.8392333984375,496.6036376953125
43,2,524.6900024414062,452.7642822265625,709.0970458984375,555.8098754882812
44,1,1115.8204345703125,496.1617126464844,1371.4481201171875,499.021728515625
44,2,527.8802490234375,457.4128112792969,725.2283325195312,568.4945068359375
45,1,1116.224853515625,488.19659423828125,1376.4921875,494.5582275390625
45,2,551.3748168945312,467.7837219238281,725.641845703125,546.9495849609375
45,4,1390.48095703125,73.98835754394531,1389.94384765625,70.10243225097656
46,1,1126.5057373046875,489.0626525878906,1379.8885498046875,501.543212890625
46,2,553.90478515625,467.072265625,743.4613037109375,533.8532104492188
46,4,,,1380.8060302734375,65.74112701416016
47,1,1134.2569580078125,499.32611083984375,1369.9927978515625,515.037353515625
47,2,547.3181762695312,466.1178894042969,742.3504638671875,532.111572265625
47,4,1373.84619140625,65.10420227050781,1379.2835693359375,63.189727783203125
48,1,1135.952880859375,492.44921875,1373.583740234375,505.5481262207031
48,2,553.5327758789062,461.8161315917969,738.43359375,527.8709106445312
48,4,1373.7821044921875,62.63325119018555,1378.063232421875,64.40770721435547
49,1,1137.6175537109375,495.1787109375,1372.4114990234375,504.9680480957031
49,2,556.7818603515625,461.5414733886719,736.3331298828125,525.5543823242188
50,1,1137.91357421875,495.58575439453125,1383.002197265625,498.4197998046875
50,2,563.8561401367188,463.7666015625,729.1203002929688,521.816162109375
51,1,1143.54833984375,497.59173583984375,1381.1688232421875,498.62786865234375
51,2,565.91650390625,462.79620361328125,727.1044921875,517.1197509765625
51,4,1362.061767578125,44.050750732421875,,
52,1,1142.65673828125,500.28631591796875,1377.4197998046875,500.1275939941406
52,2,565.6400146484375,462.2240905761719,731.4712524414062,507.0486145019531
52,4,1348.2994384765625,37.3807258605957,,
53,1,1141.7532958984375,503.9315490722656,1365.3260498046875,506.40631103515625
53,2,567.1763305664062,461.2799072265625,730.9149169921875,503.131103515625
53,4,1343.6121826171875,32.54195785522461,,
54,1,1146.0858154296875,503.91827392578125,1363.7352294921875,507.716796875
54,2,567.9716186523438,457.4663391113281,722.8170166015625,503.2724609375
55,1,1148.2977294921875,505.6073913574219,1367.589111328125,506.3668518066406
55,2,569.2767944335938,457.867431640625,720.4595947265625,500.0150146484375
56,1,1152.17822265625,507.6318054199219,1354.163330078125,513.6312866210938
56,2,568.2527465820312,457.8702087402344,721.3873291015625,498.348876953125
57,1,1149.4339599609375,506.9110412597656,1354.7176513671875,511.35821533203125
57,2,569.7743530273438,461.44970703125,717.9588623046875,497.4857177734375
57,4,1325.52978515625,28.76526641845703,,
58,1,1146.9183349609375,507.3295593261719,1347.0328369140625,514.9732055664062
58,2,576.5852661132812,461.4194641113281,715.8817138671875,499.3298645019531
59,1,1142.91357421875,505.60009765625,1343.922607421875,512.9794311523438
59,2,582.0289306640625,462.7738342285156,716.8570556640625,497.0794677734375
59,4,1313.317626953125,38.769596099853516,,
60,1,1142.0638427734375,498.2054443359375,1338.814208984375,512.4638671875
60,2,582.0001831054688,461.4666442871094,714.5126342773438,496.6278381347656
61,1,1143.461669921875,506.45294189453125,1332.9046630859375,513.6783447265625
61,2,576.4380493164062,460.7559814453125,715.8861083984375,496.8376770019531
62,1,1138.994140625,500.95111083984375,1338.226318359375,514.0612182617188
62,2,559.6397094726562,451.642822265625,712.5601806640625,499.0377197265625
63,1,1135.5614013671875,492.5655212402344,1354.3106689453125,512.7839965820312
63,2,560.5814208984375,450.9604187011719,712.6270141601562,498.74884033203125
63,4,1303.0140380859375,34.44944763183594,,
64,1,1138.296630859375,495.1305847167969,1347.525390625,513.5990600585938
64,2,569.8294677734375,455.4678039550781,713.7230834960938,498.0440368652344
64,4,1304.9271240234375,35.36958312988281,,
65,1,1142.5157470703125,495.5608215332031,1354.3709716796875,513.5405883789062
65,2,575.2871704101562,456.36163330078125,714.5685424804688,498.5514221191406
65,4,1302.5765380859375,35.79582214355469,,
66,1,1146.1328125,502.731201171875,1351.8707275390625,515.9344482421875
66,2,574.6321411132812,454.276123046875,712.841796875,499.4701843261719
66,4,1300.4818115234375,33.65571975708008,,
67,1,1141.5416259765625,492.7279968261719,1355.409912109375,515.6617431640625
67,2,573.1060791015625,447.37725830078125,714.8840942382812,498.4988098144531
67,4,1297.0487060546875,40.25544738769531,,
68,1,1139.9722900390625,489.6523132324219,1368.2747802734375,511.6687316894531
68,2,568.4794921875,446.38226318359375,715.3847045898438,498.2442932128906
68,4,1293.228271484375,43.351627349853516,,
69,1,1134.6202392578125,503.05694580078125,1370.26708984375,519.5660400390625
70,1,1142.7001953125,495.59381103515625,1360.5062255859375,513.0352172851562
71,1,1145.4617919921875,502.11431884765625,1337.52392578125,518.4208374023438
71,2,576.4896850585938,436.7017517089844,724.9195556640625,499.1842041015625
72,1,1144.1190185546875,498.2646484375,1330.5120849609375,518.8567504882812
72,2,573.3828125,430.55511474609375,726.6707153320312,499.8014221191406
73,1,1143.662353515625,492.7542419433594,1332.9068603515625,516.30224609375
73,2,577.22216796875,436.4121398925781,727.212646484375,498.3481140136719
74,1,1144.77783203125,496.7344665527344,1328.492431640625,515.5523071289062
74,2,581.773193359375,438.1654968261719,730.4863891601562,498.52685546875
75,1,1146.085205078125,498.8711853027344,1328.6895751953125,514.1537475585938
75,2,569.4548950195312,419.08868408203125,730.4234008789062,496.9051818847656
76,1,1146.001953125,492.4342346191406,1348.9757080078125,514.1115112304688
76,2,570.3762817382812,422.8583068847656,735.2495727539062,496.2947082519531
77,1,1141.8494873046875,481.2987060546875,1327.290771484375,510.4718322753906
77,2,527.5864868164062,408.64605712890625,733.3977661132812,504.5005187988281
78,1,1139.718505859375,472.3908386230469,1315.2049560546875,502.68609619140625
78,2,520.9695434570312,403.04608154296875,732.792724609375,506.7006530761719
79,1,1149.7581787109375,473.3447265625,1313.6832275390625,498.8018493652344
79,2,546.17041015625,406.1514587402344,731.8106689453125,489.782958984375
80,1,1150.564697265625,472.5237121582031,1315.92333984375,495.61962890625
80,2,549.3630981445312,407.3162536621094,737.8076782226562,485.47039794921875
81,1,1152.06787109375,473.6512756347656,1303.0020751953125,490.3948669433594
81,2,552.3685913085938,408.25,740.6290893554688,481.6146240234375
82,1,1155.016845703125,473.55255126953125,1302.2994384765625,487.79949951171875
82,2,555.4047241210938,404.23748779296875,740.8325805664062,479.00946044921875
83,1,1162.3336181640625,480.1062927246094,1299.36669921875,487.4462585449219
83,2,560.5694580078125,409.8668518066406,743.099853515625,476.0420227050781
84,1,1163.279296875,484.19183349609375,1297.4725341796875,486.373046875
84,2,563.0294189453125,413.1406555175781,738.6627807617188,476.1746826171875
85,1,1165.1966552734375,484.7546691894531,1298.9320068359375,485.6082458496094
85,2,564.078369140625,412.55596923828125,741.7268676757812,473.3964538574219
86,1,1158.688720703125,477.2662353515625,1301.6142578125,484.3792419433594
86,2,567.3033447265625,416.5957946777344,740.4017944335938,471.5166931152344
87,1,1151.2579345703125,465.0157165527344,1305.49365234375,482.58477783203125
87,2,572.9910888671875,423.0135803222656,740.1668090820312,469.3388977050781
88,1,1152.8299560546875,468.1544494628906,1301.558837890625,483.59320068359375
88,2,576.0214233398438,422.2943115234375,740.7341918945312,465.159912109375
89,1,1151.6932373046875,465.9761962890625,1302.004638671875,484.8448486328125
89,2,575.5442504882812,422.41204833984375,743.0074462890625,468.0264892578125
90,1,1150.3541259765625,468.31396484375,1305.044189453125,483.1196594238281
90,2,591.4530029296875,428.7504577636719,740.059814453125,467.3443298339844
91,1,1146.27880859375,461.781005859375,1303.80078125,481.1590881347656
91,2,604.483154296875,433.41082763671875,738.0537109375,459.0872802734375
92,1,1147.3341064453125,456.08319091796875,1306.331298828125,478.2319641113281
92,2,591.2023315429688,421.26995849609375,742.931884765625,453.6441955566406
93,1,1151.5667724609375,458.8399963378906,1311.4964599609375,477.6590576171875
93,2,594.8920288085938,427.25738525390625,740.0028686523438,464.24957275390625
94,1,1152.443115234375,457.4072265625,1316.703857421875,478.5979919433594
94,2,598.9945068359375,427.6398620605469,741.5650024414062,463.0276184082031
95,1,1154.3087158203125,463.183349609375,1309.5814208984375,478.0674133300781
95,2,598.014404296875,425.4834289550781,742.8777465820312,461.6122741699219
96,1,1151.84423828125,455.36773681640625,1309.179931640625,474.58453369140625
97,1,1151.8868408203125,453.6983947753906,1311.001708984375,474.392333984375
98,1,1154.5009765625,456.1881408691406,1316.2281494140625,472.9325866699219
98,2,609.767822265625,428.5438232421875,742.3004760742188,460.1700439453125
99,1,1156.7491455078125,462.7840270996094,1316.715087890625,474.8355712890625
100,1,1159.5997314453125,470.49810791015625,1317.2823486328125,475.1563720703125
100,2,624.4390869140625,430.6152038574219,746.3916015625,450.53582763671875
101,1,1155.8004150390625,462.106689453125,1321.892578125,473.4057312011719
101,2,621.4860229492188,424.0334777832031,742.3695068359375,447.2871398925781
102,1,1153.1256103515625,455.1905822753906,1320.28515625,472.11376953125
102,2,621.68603515625,433.9495544433594,735.8358154296875,450.01934814453125
103,1,1148.6712646484375,439.2915344238281,1322.810791015625,469.9437255859375
103,2,619.0128784179688,431.32049560546875,738.8533325195312,455.1104431152344
104,1,1149.166748046875,440.8623352050781,1326.6824951171875,470.6551818847656
104,2,618.7947998046875,432.6077575683594,739.975341796875,454.5201721191406
105,1,1148.09033203125,437.8665771484375,1328.3577880859375,470.5081787109375
105,2,617.2874755859375,433.4610595703125,741.3155517578125,449.0978698730469
106,1,1148.90185546875,441.1169738769531,1328.932861328125,470.8118896484375
106,2,616.53515625,432.7248840332031,742.1781005859375,453.561767578125
107,1,1148.7413330078125,441.685546875,1336.3067626953125,469.73516845703125
107,2,621.6028442382812,435.4535827636719,738.294677734375,447.0615234375
108,1,1149.8480224609375,445.1654357910156,1339.1204833984375,469.1607360839844
108,2,623.5407104492188,434.65411376953125,739.0526733398438,447.05145263671875
109,1,1152.1004638671875,448.6285705566406,1335.469482421875,468.910400390625
109,2,623.2593994140625,442.09527587890625,752.0723876953125,447.1631774902344
110,1,1154.065185546875,450.5600891113281,1332.7890625,469.184326171875
110,2,621.2199096679688,440.8056335449219,751.7717895507812,446.5209655761719
111,1,1155.12548828125,454.00543212890625,1328.6978759765625,470.370849609375
111,2,620.7373657226562,439.14459228515625,749.9271240234375,446.28778076171875
112,1,1153.060791015625,452.5568542480469,1329.8084716796875,471.25408935546875
112,2,622.582275390625,439.34478759765625,750.3028564453125,446.1194152832031
113,1,1152.8795166015625,452.655029296875,1329.1009521484375,469.8348693847656
113,2,624.3464965820312,439.2970275878906,750.3626098632812,445.39447021484375
114,1,1153.2158203125,454.3570861816406,1326.31884765625,470.296630859375
114,2,624.5306396484375,438.5398864746094,751.5968627929688,446.0199279785156
115,1,1153.69775390625,454.3092346191406,1336.2138671875,469.0079345703125
115,2,623.6984252929688,437.3472595214844,751.792724609375,444.84295654296875
116,1,1154.5341796875,457.47088623046875,1345.100341796875,467.811767578125
116,2,624.6143798828125,435.9749450683594,749.7969970703125,446.3572998046875
117,1,1154.7021484375,458.5450134277344,1337.0501708984375,468.94122314453125
117,2,623.4030151367188,434.74127197265625,750.6798706054688,445.7320556640625
118,1,1155.3046875,459.6487731933594,1340.5087890625,470.625
118,2,621.9981079101562,427.71673583984375,747.4440307617188,445.9747314453125
119,1,1152.33251953125,452.5979309082031,1340.7196044921875,471.7084045410156
119,2,623.701171875,434.7529296875,749.6636352539062,446.6011657714844
120,1,1148.697265625,452.07928466796875,1344.466552734375,468.3963317871094
120,2,621.3995971679688,431.4485778808594,748.5779418945312,443.81744384765625
121,1,1148.5106201171875,448.9881591796875,1343.595703125,469.4874267578125
121,2,621.7296142578125,431.8665771484375,748.7221069335938,444.2373046875
122,1,1146.8538818359375,449.1390686035156,1347.236083984375,468.0130310058594
122,2,617.7442016601562,430.0393371582031,738.03271484375,452.3448486328125
123,1,1147.260986328125,453.9434509277344,1344.05712890625,470.9618225097656
123,2,619.6776733398438,430.9510498046875,747.1378784179688,443.64520263671875
124,1,1153.1695556640625,459.9596252441406,1345.3841552734375,468.6263732910156
124,2,620.28173828125,431.43621826171875,746.2989501953125,442.9435729980469
125,1,1157.36572265625,463.13555908203125,1351.5311279296875,467.6701354980469
125,2,620.76708984375,432.08709716796875,745.82177734375,442.7900695800781
126,1,1153.878173828125,461.9592590332031,1351.75927734375,467.4553527832031
126,2,614.5409545898438,423.5148010253906,746.710205078125,441.2976989746094
127,1,1151.1744384765625,452.4714660644531,1350.4013671875,465.8888244628906
127,2,616.22216796875,434.4908142089844,744.91552734375,444.4592590332031
128,1,1152.7989501953125,453.6176452636719,1329.4052734375,472.4124755859375
128,2,616.0947265625,436.171630859375,744.8793334960938,444.56903076171875
129,1,1155.6922607421875,452.4125671386719,1324.887939453125,472.54510498046875
129,2,608.716796875,431.5825500488281,745.345458984375,441.9248352050781
130,1,1160.0074462890625,456.1275634765625,1316.559814453125,477.30157470703125
130,2,607.5205078125,431.42083740234375,746.3611450195312,441.5871887207031
131,1,1159.1239013671875,461.22784423828125,1318.9893798828125,475.95623779296875
131,2,605.4136962890625,428.2637023925781,739.0868530273438,452.67523193359375
132,1,1160.2314453125,464.50677490234375,1317.7781982421875,471.94305419921875
132,2,603.9777221679688,426.9412841796875,738.8285522460938,453.4764709472656
133,1,1156.3275146484375,464.4336853027344,1320.8653564453125,469.5964660644531
133,2,602.4805297851562,430.2764892578125,738.1651000976562,454.7132873535156
134,1,1155.4296875,458.8871154785156,1325.398193359375,467.4178771972656
134,2,603.5390014648438,432.7613830566406,737.9522094726562,455.439697265625
135,1,1152.955078125,461.3312683105469,1325.2734375,469.1257629394531
135,2,599.5645141601562,428.28448486328125,739.4640502929688,455.5645751953125
136,1,1147.118408203125,460.5423278808594,1331.0535888671875,475.0617980957031
136,2,599.224853515625,425.9286804199219,739.4447021484375,456.4241638183594
137,1,1137.6129150390625,453.2580871582031,1330.611572265625,472.32464599609375
137,2,599.9578247070312,428.7236022949219,740.7515258789062,457.1809387207031
138,1,1139.0753173828125,457.2605285644531,1339.3472900390625,474.78662109375
138,2,598.0504760742188,425.32440185546875,740.521728515625,459.1569519042969
139,1,1138.6624755859375,453.84710693359375,1330.4349365234375,476.0621643066406
139,2,599.4596557617188,427.685546875,741.809814453125,460.5504150390625
140,1,1137.4718017578125,449.6682434082031,1321.4620361328125,474.1892395019531
140,2,591.7250366210938,427.390625,750.347900390625,447.16705322265625
141,1,1136.68603515625,448.5663757324219,1332.1929931640625,475.4491882324219
141,2,591.092529296875,430.5123291015625,751.3646850585938,453.1110534667969
142,1,1142.79150390625,441.4264221191406,1327.5614013671875,471.3086242675781
142,2,591.4047241210938,429.65814208984375,750.2135009765625,452.7004089355469
143,1,1138.52880859375,433.9687194824219,1329.903076171875,469.9970703125
143,2,590.1058959960938,428.5341491699219,750.8521728515625,452.26702880859375
144,1,1141.51806640625,432.7567138671875,1330.3001708984375,469.42486572265625
144,2,589.7783813476562,421.9698791503906,753.9243774414062,449.3742980957031
145,1,1147.5167236328125,436.2899475097656,1330.529052734375,473.85107421875
145,2,587.1177368164062,420.8605041503906,751.8182373046875,452.5399169921875
146,1,1155.1163330078125,443.31640625,1326.691650390625,471.2928466796875
146,2,584.9494018554688,419.0318298339844,752.1564331054688,451.8809509277344
147,1,1162.0518798828125,449.9556579589844,1330.90576171875,468.68109130859375
147,2,584.2655639648438,418.4830017089844,752.482421875,452.1436462402344
148,1,1173.4632568359375,454.3211669921875,1316.3604736328125,471.5677185058594
148,2,584.3146362304688,420.3341369628906,751.5078735351562,451.6440124511719
149,1,1168.744384765625,442.0982971191406,1323.8826904296875,470.9963073730469
149,2,585.15234375,421.107421875,751.0479125976562,451.92742919921875
150,1,1178.3243408203125,439.0267028808594,1348.0296630859375,476.8460388183594
150,2,584.71142578125,418.5890808105469,751.5037841796875,448.9074401855469
151,1,1182.012939453125,441.4356384277344,1351.957763671875,466.7781066894531
151,2,585.1322021484375,417.01568603515625,750.420654296875,448.8857421875
152,1,1171.4144287109375,444.471923828125,1367.3193359375,468.82373046875
152,2,589.1188354492188,425.97503662109375,750.720947265625,449.8316650390625
153,1,1171.9630126953125,450.9313659667969,1368.1591796875,466.8502197265625
153,2,599.296630859375,437.0472412109375,754.1068725585938,448.09503173828125
154,1,1174.6217041015625,450.596923828125,1373.580078125,463.9908752441406
154,2,590.33642578125,424.2674865722656,757.0684204101562,445.4980773925781
155,1,1169.147216796875,441.9954528808594,1381.4703369140625,453.0389404296875
155,2,585.6378784179688,419.1708984375,755.3757934570312,442.36181640625
156,1,1169.0185546875,438.1640625,1380.8590087890625,453.81732177734375
156,2,586.465576171875,418.1723937988281,759.007568359375,440.2735595703125
157,1,1162.32861328125,443.27032470703125,1376.138916015625,450.0001220703125
157,2,583.9708862304688,415.6242980957031,756.8192749023438,438.0727844238281
158,1,1148.002197265625,439.6427001953125,1378.3062744140625,443.7270202636719
158,2,589.1854248046875,421.67425537109375,754.7589111328125,438.5988464355469
159,1,1142.7578125,438.4410095214844,1378.421142578125,440.301513671875
159,2,589.0949096679688,421.5255126953125,760.884765625,434.9873962402344
160,1,1139.0565185546875,437.7902526855469,1378.2855224609375,438.8374328613281
160,2,582.0977783203125,416.443603515625,760.97900390625,432.033447265625
161,1,1136.9493408203125,435.8135681152344,1384.2596435546875,437.0519714355469
161,2,581.3790893554688,412.2882385253906,759.479736328125,431.21856689453125
162,1,1141.44287109375,426.5849609375,1387.529296875,449.9842224121094
162,2,582.201171875,413.4626770019531,764.6109619140625,432.3611755371094
163,1,1141.8704833984375,424.9507751464844,1384.04541015625,455.5254211425781
163,2,583.6199951171875,414.6756896972656,767.3609619140625,430.7989807128906
164,1,1141.7401123046875,427.5005798339844,1387.814697265625,447.54071044921875
164,2,594.3873901367188,418.7089538574219,773.6323852539062,429.6959533691406
165,1,1143.3292236328125,427.23028564453125,1388.18505859375,441.7028503417969
165,2,591.7239379882812,412.3941650390625,777.3988037109375,429.82025146484375
166,1,1136.1668701171875,428.25689697265625,1384.8651123046875,453.60076904296875
166,2,589.4243774414062,413.8711853027344,770.7604370117188,427.1041259765625
167,1,1142.4974365234375,421.3655700683594,1385.2818603515625,436.09228515625
167,2,594.2872924804688,417.29833984375,779.4141845703125,425.6566162109375
168,1,1151.45556640625,431.95587158203125,1395.84619140625,436.5721130371094
168,2,595.2117309570312,423.69769287109375,780.2861328125,421.1784362792969
169,1,1146.884521484375,431.898193359375,1398.0228271484375,434.7481689453125
169,2,594.1361694335938,423.78424072265625,770.9834594726562,417.8131103515625
170,1,1148.8052978515625,429.50604248046875,1394.632080078125,435.8043518066406
170,2,599.4457397460938,427.5146789550781,765.6060180664062,416.5318603515625
171,1,1148.2646484375,432.766357421875,1387.634033203125,457.974853515625
171,2,605.1801147460938,432.80169677734375,764.7533569335938,414.7622375488281
172,1,1148.7530517578125,439.3541259765625,1375.1318359375,463.97430419921875
172,2,607.5482177734375,432.4684753417969,754.162353515625,414.2926940917969
173,1,1146.5810546875,440.8771057128906,1378.4609375,455.0487365722656
173,2,613.8240966796875,438.4523620605469,751.7445678710938,413.26318359375
174,1,1149.41015625,444.7973327636719,1377.103759765625,448.8575134277344
174,2,610.271240234375,436.6262512207031,742.1189575195312,413.278076171875
175,1,1153.7188720703125,443.6318359375,1384.478271484375,435.27606201171875
